22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,-52.97017015,-52.82331469,-52.9733127,-50.85058386,-52.98609194,-42.82842737,-52.9895312,-40.66943011,-53.00259368,-32.46947384,-53.00589807,-30.39514314,-53.06138149,-22.14022105,-53.06468588,-20.06589035,-53.1201693,-11.81096826,-53.08127529,-9.651903565,-53.13662384,-1.481648035,-53.1400631,0.677349226,-53.15328068,8.974672031,-53.15665251,11.09133601,-53.16993752,19.4309921,-53.17337679,21.58998936,-53.18672924,29.97197872,-53.19013479,32.10980934,-53.24588795,40.53406455,-53.24915863,42.58722861,-53.26284826,51.18088438,-53.26625381,53.318715
22,-51.10750585,-52.82034747,-51.1106484,-50.84761664,-51.03876107,-42.82532528,-51.04220034,-40.66632802,-51.05526281,-32.46637176,-51.05856721,-30.39204106,-51.02938407,-22.1369841,-51.03268846,-20.06265339,-51.0458386,-11.80766387,-51.00694459,-9.648599171,-51.06229313,-1.478343641,-51.0657324,0.68065362,-51.0366167,8.978043862,-51.03998853,11.09470784,-51.09560682,19.43429649,-51.09904609,21.59329375,-51.1970651,29.97514824,-51.15813737,32.1130463,-51.21389053,40.53730151,-51.21716121,42.59046557,-51.23085084,51.18412133,-51.23425639,53.32195195
22,-42.72551648,-52.80699503,-42.7287939,-50.74959764,-42.74177545,-42.60044131,-42.74501241,-40.56844389,-42.75814232,-32.32615434,-42.76137927,-30.29415692,-42.81686269,-22.03923483,-42.82009965,-20.00723741,-42.83324979,-11.75224789,-42.83668906,-9.593250625,-42.84963689,-1.465260938,-42.85307615,0.693736322,-42.90855957,8.948658412,-42.91206628,11.14998895,-42.92528385,19.44731176,-42.88638984,21.60637645,-42.94207557,29.98829838,-42.94561599,32.21079556,-43.00130172,40.59271749,-43.0045724,42.64588155,-43.01819459,51.19720404,-42.97926686,53.33510209
22,-40.56651922,-52.80355576,-40.61212992,-50.7462258,-40.62511147,-42.59706948,-40.62834843,-40.56507206,-40.68381162,-32.32284995,-40.68711601,-30.24851925,-40.74253199,-22.03593044,-40.70343567,-20.00386558,-40.71658581,-11.74887606,-40.72002508,-9.589878795,-40.69070706,-1.419488391,-40.69407889,0.69717559,-40.70722903,8.952165116,-40.71073574,11.15349566,-40.72395331,19.45081846,-40.72739258,21.60981572,-40.78307831,29.99173765,-40.82895201,32.21416739,-40.84230446,40.59615676,-40.80324186,42.64938826,-40.85919733,51.2006433,-40.8202696,53.33854136
22,-32.35399785,-52.7058065,-32.3571404,-50.73307567,-32.3278561,-42.54151862,-32.33109306,-40.5095212,-32.3442904,-32.22489838,-32.34745992,-30.23523424,-32.40294334,-21.98031215,-32.44864845,-19.8637156,-32.503997,-11.69346007,-32.5075037,-9.492129533,-32.52045153,-1.364139846,-32.5238908,0.794857415,-32.57917191,8.922779666,-32.58281349,11.20877677,-32.59596363,19.46376629,-32.59940289,21.62276355,-32.65508862,30.00468548,-32.65869648,32.26951594,-32.75664805,40.60903715,-32.76012104,42.78920105,-32.8158742,51.21345626,-32.81934719,53.39362016
22,-30.19500059,-52.70236723,-30.15580986,-50.72956896,-30.21119212,-42.53814679,-30.21442908,-40.50614937,-30.22762642,-32.22152655,-30.23079594,-30.23186241,-30.24394608,-21.97687288,-30.24731791,-19.8602089,-30.26033318,-11.68988593,-30.26383988,-9.488555392,-30.27685515,-1.318232426,-30.28022698,0.798431556,-30.29317481,8.926421243,-30.29688382,11.25475162,-30.26763325,19.4674753,-30.27107251,21.62647257,-30.32675824,30.00839449,-30.3303661,32.27322495,-30.42831767,40.61274617,-30.43179066,42.79291007,-30.48754382,51.21716527,-30.49101681,53.39732917
22,-21.72854698,-52.56188007,-21.73168952,-50.58914924,-21.78713922,-42.35539379,-21.79037618,-40.32339637,-21.84577193,-32.12350754,-21.84894145,-30.1338434,-21.94675815,-21.87898875,-21.95006254,-19.80465804,-22.00547853,-11.59206923,-22.00885036,-9.475405253,-21.97953234,-1.30501485,-22.06770561,0.896180818,-22.08072087,9.066503784,-22.08429501,11.3101676,-22.139711,19.52275641,-22.1432177,21.72408695,-22.15657015,30.10607632,-22.16004314,32.28624022,-22.21572886,40.66816215,-22.21913441,42.80599277,-22.27488758,51.23024798,-22.27836056,53.41041188
22,-19.56961715,-52.51610752,-19.53035898,-50.58564253,-19.5434754,-42.35181965,-19.54671236,-40.31982223,-19.60210811,-32.1199334,-19.60527763,-30.13026926,-19.66076105,-21.87534717,-19.66406545,-19.80101647,-19.67714815,-11.58836022,-19.68051998,-9.471696239,-19.69353524,-1.301373272,-19.69704195,0.899957268,-19.71005721,9.070280235,-19.67129808,11.31401149,-19.76904734,19.52653286,-19.77255404,21.7278634,-19.78590649,30.10985277,-19.78937948,32.29001667,-19.88739848,40.67187116,-19.89080403,42.80970178,-19.9465572,51.23395699,-19.99236346,53.41405345
22,-11.27249666,-52.37589011,-11.27584151,-50.27615944,-11.33095403,-42.25407039,-11.33419099,-40.22207296,-11.43185258,-32.06458485,-11.43508954,-30.03258743,-11.44823968,-21.77759791,-11.49387735,-19.70333464,-11.54929333,-11.49074583,-11.55266516,-9.37408185,-11.56561299,-1.246092163,-11.56918713,0.997571657,-11.5822024,9.167894623,-11.58584398,11.45389172,-11.64139483,19.75114709,-11.68709994,21.86774364,-11.78511895,30.24959813,-11.7885245,32.38742875,-11.80194439,40.81175139,-11.84761578,42.9071813,-11.86096823,51.28917066,-11.86444121,53.46933456
22,-9.198165955,-52.37258571,-9.201510811,-50.27285504,-9.214290049,-42.25069855,-9.217527006,-40.21870113,-9.272855321,-32.06114559,-9.276092278,-30.02914816,-9.289242418,-21.77415864,-9.292546812,-19.69982794,-9.305629514,-11.48717169,-9.351334625,-9.370575147,-9.321949175,-1.242518023,-9.325523315,1.001145797,-9.296205302,9.1715362,-9.299846879,11.4575333,-9.355397734,19.75478867,-9.358769565,21.87145265,-9.372122014,30.25344201,-9.375527563,32.39127264,-9.431280729,40.81552784,-9.434618841,42.91102518,-9.532637849,51.29287968,-9.493844992,53.51544429
22,-0.900910586,-52.31703486,-0.904255442,-50.21730419,-1.001768676,-42.15294929,-0.962672353,-40.12088443,-1.060333948,-31.96339632,-1.105904185,-29.93146634,-1.119054324,-21.67647681,-1.122358718,-19.60214611,-1.177774701,-11.3895573,-1.181281404,-9.188226762,-1.151761081,-1.144836197,-1.197668501,1.098760186,-1.210616331,9.226749873,-1.214325344,11.55508025,-1.269808763,19.81000234,-1.273248031,21.9689996,-1.286667916,30.39332225,-1.290006029,32.48881959,-1.387957601,40.8283408,-1.391430586,43.0085047,-1.447116315,51.39042663,-1.450589301,53.57059053
22,1.342753234,-52.31346072,1.339408378,-50.21373005,1.284228424,-42.14930772,1.280991467,-40.11731029,1.225663152,-31.95975475,1.222426194,-29.92775733,1.251609335,-21.67270036,1.205971661,-19.5984371,1.150555679,-11.38584829,1.147048975,-9.184517748,1.176501861,-1.098793904,1.172927721,1.144869916,1.117646612,9.272792166,1.113937598,11.60112255,0.973855056,19.81357648,1.012749069,21.97264118,0.956928467,30.43922967,0.953657791,32.49239373,0.897972062,40.87431566,0.894566513,43.01214628,0.838880784,51.39406821,0.835407799,53.57423211
22,9.428207332,-52.17358048,9.424929912,-50.11618309,9.369615085,-41.9670942,9.366513001,-40.01976334,9.311117249,-31.81987452,9.265614449,-29.83027781,9.252329436,-21.49062172,9.206691763,-19.41635846,9.151343217,-11.24610293,9.147836513,-9.04477239,9.092622841,-0.959183419,9.089116137,1.242147121,9.033835028,9.370069372,9.03019345,11.65606647,8.974642595,19.95332184,8.971203328,22.1123191,8.915382726,30.57890759,8.912179486,32.58973837,8.814227915,40.92925958,8.810754929,43.10942348,8.755136637,51.44901213,8.582397969,53.58657301
22,11.71413699,-52.12760563,11.71085958,-50.07020824,11.6132789,-41.96352006,11.61010938,-39.97385592,11.59711435,-31.81623294,11.59394483,-29.8265688,11.49599326,-21.48704758,11.49268886,-19.41271688,11.4796736,-11.24239392,11.43383361,-9.041130813,11.42095322,-0.955474405,11.41744652,1.245856135,11.36216541,9.373778386,11.31612311,11.70204133,11.34530625,19.95709829,11.34186699,22.11609555,11.2437131,30.5826166,11.24050987,32.59344738,11.14255829,40.9329686,11.18141859,43.11319993,11.12573286,51.49512186,11.07999403,53.63288505
22,19.71492453,-51.98786027,19.71157968,-49.8881296,19.65646716,-41.86604055,19.65316277,-39.79170985,19.55563604,-31.7188883,19.55233165,-29.64455759,19.49684823,-21.38963551,19.4934764,-19.27297152,19.43812785,-11.10271599,19.43468859,-8.943718734,19.37947492,-0.858129763,19.37596821,1.343200777,19.32055223,9.555789587,19.31704553,11.75712013,19.17676067,20.0965739,19.17332141,22.25557116,19.16003639,30.59522725,19.11429757,32.73299043,19.05867927,41.07257908,19.05520629,43.25274298,18.999588,51.59233163,18.9539166,53.68776154
22,22.0008542,-51.94188541,21.99757678,-49.88448802,21.90013098,-41.86246641,21.89682659,-39.78813571,21.79929986,-31.71531416,21.79599547,-29.64098345,21.74051205,-21.38606136,21.73707278,-19.2270641,21.72412495,-11.09907442,21.72068569,-8.940077157,21.70780529,-0.854420749,21.70429859,1.346909791,21.64888261,9.559498601,21.64530847,11.80316242,21.54742433,20.10035035,21.58625091,22.30174833,21.44603349,30.59886883,21.44256051,32.77903273,21.38700965,41.0762881,21.38353667,43.256452,21.28551766,51.63830649,21.28211211,53.77613711
22,30.12877645,-51.8866043,30.12549903,-49.82920691,30.02791836,-41.72251874,30.02454653,-39.60585476,29.9270198,-31.53303321,29.92344566,-29.28936939,29.78370031,-21.28858185,29.78012617,-19.04491803,29.68257921,-10.9593965,29.63680667,-8.800466671,29.58152556,-0.672544421,29.57808629,1.48645284,29.52260287,9.741374929,29.51909617,11.94270547,29.50567628,20.36702811,29.46003861,22.44129138,29.44661872,30.86561402,29.40087989,33.00337721,29.34539647,41.2582993,29.29952277,43.48072904,29.28623776,51.82038513,29.24049893,53.95814831
22,32.37244027,-51.88303016,32.36916285,-49.82563277,32.2292489,-41.71901204,32.22587707,-39.60234805,32.12835035,-31.5295265,32.08244292,-29.28593012,32.06969741,-21.28494027,32.06612326,-19.04127645,32.05324287,-10.95562004,32.09213688,-8.796555348,32.03678834,-0.626299818,32.03334907,1.532697443,32.02019893,9.787686969,31.97435895,11.98895007,31.87633994,20.37080456,31.87303555,22.44513527,31.81728238,30.86939047,31.81387683,33.00722109,31.80072669,41.26221062,31.79711883,43.52704108,31.69916726,51.86656229,31.69576171,54.00439291
22,40.41549365,-51.70088409,40.41221623,-49.6434867,40.31456812,-41.49446524,40.31133116,-39.46246782,40.21360213,-31.26264643,40.21002799,-29.01898261,40.11261591,-21.01812764,40.10917665,-18.85913038,40.09616138,-10.68880741,40.09278955,-8.57214343,39.99510772,-0.401955336,39.94926774,1.799307767,39.85172079,9.884829301,39.80574593,12.17075896,39.70759205,20.63728002,39.66222412,22.54221016,39.56393537,31.09339777,39.56066469,33.14656183,39.54744712,41.44388464,39.54397413,43.62404854,39.48822097,52.04830375,39.48488285,54.14380109
22,42.53202276,-51.6128457,42.52881277,-49.59778159,42.43116467,-41.44876013,42.38552699,-39.37449687,42.2878654,-31.21700876,42.28435869,-29.01567822,42.27161317,-21.01468837,42.26817391,-18.85569111,42.25515864,-10.68536814,42.25178681,-8.568704163,42.15410498,-0.398516069,42.15059828,1.802814471,42.05305133,9.888336005,42.04927488,12.25899966,41.99358915,20.64092159,41.99041963,22.63058573,41.97693231,31.09724166,41.97366163,33.15040572,41.91804334,41.48999437,41.87230451,43.62775755,41.81655134,52.05201276,41.8131458,54.18984338
22,50.7866751,-51.38802916,50.78373486,-49.54229817,50.72821772,-41.26620944,50.64031421,-39.23434689,50.54258518,-31.0345255,50.49674519,-28.8332624,50.39926568,-20.79007414,50.35369544,-18.75814416,50.25601362,-10.58795606,50.25264179,-8.471292084,50.19715837,-0.216369994,50.19392141,1.815627427,50.13850543,10.02821624,50.13486385,12.31421334,50.07911068,20.73846854,50.07587373,22.77046597,50.01991825,31.32172101,50.01678245,33.29021852,49.96089441,41.79914028,49.95762373,43.85230434,49.90193801,52.23422627,49.89853246,54.37205689
22,52.77633924,-51.38485964,52.77333157,-49.49679537,52.63314787,-41.22084151,52.62991091,-39.18884409,52.4898486,-30.98909014,52.44400862,-28.78782703,52.38892982,-20.78690462,52.38569286,-18.7549072,52.3726776,-10.58458423,52.32690505,-8.42565441,52.18682251,-0.213200474,52.18358555,1.818796948,52.12816957,10.03138576,52.08212728,12.3596487,52.06870739,20.78397134,52.06547043,22.81596877,51.96724911,31.3248231,51.96404587,33.33565388,51.95055855,41.8023098,51.94728788,43.85547386,51.89160215,52.23739579,51.8881966,54.37522641
